Fuel Type,Energy Generation,Energy Units,Location,Period
renewable,237.429,thousand megawatthours,CO,2006-03
biomass,2.55049,thousand megawatthours,CO,2006-03
wind,87.93726,thousand megawatthours,CO,2006-03
wood and wood wastes,0.0,thousand megawatthours,CO,2006-03
onshore wind turbine,87.93726,thousand megawatthours,CO,2006-03
renewable waste products,2.84089,thousand megawatthours,CO,2006-02
biomass,2.84089,thousand megawatthours,CO,2006-02
renewable,208.99641,thousand megawatthours,CO,2006-02
wood and wood wastes,0.0,thousand megawatthours,CO,2006-02
onshore wind turbine,77.50446,thousand megawatthours,CO,2006-02
wind,77.50446,thousand megawatthours,CO,2006-02
renewable,222.26458,thousand megawatthours,CO,2006-01
wind,73.83979,thousand megawatthours,CO,2006-01
renewable waste products,3.17203,thousand megawatthours,CO,2006-01
biomass,3.17203,thousand megawatthours,CO,2006-01
wood and wood wastes,0.0,thousand megawatthours,CO,2006-01
onshore wind turbine,73.83979,thousand megawatthours,CO,2006-01
renewable,119.27351,thousand megawatthours,CO,2005-12
wind,56.78904,thousand megawatthours,CO,2005-12
renewable waste products,3.00975,thousand megawatthours,CO,2005-12
biomass,3.00975,thousand megawatthours,CO,2005-12
wood and wood wastes,0.0,thousand megawatthours,CO,2005-12
onshore wind turbine,56.78904,thousand megawatthours,CO,2005-12
biomass,2.68968,thousand megawatthours,CO,2005-11
wind,58.37826,thousand megawatthours,CO,2005-11
wood and wood wastes,0.0,thousand megawatthours,CO,2005-11
onshore wind turbine,58.37826,thousand megawatthours,CO,2005-11
renewable waste products,2.68968,thousand megawatthours,CO,2005-11
renewable,115.64916,thousand megawatthours,CO,2005-11
renewable waste products,2.41553,thousand megawatthours,CO,2005-10
wood and wood wastes,0.0,thousand megawatthours,CO,2005-10
onshore wind turbine,54.75639,thousand megawatthours,CO,2005-10
wind,54.75639,thousand megawatthours,CO,2005-10
renewable,142.6432,thousand megawatthours,CO,2005-10
biomass,2.41553,thousand megawatthours,CO,2005-10
renewable waste products,2.79902,thousand megawatthours,CO,2005-09
wind,64.13512,thousand megawatthours,CO,2005-09
renewable,190.53035,thousand megawatthours,CO,2005-09
biomass,2.79902,thousand megawatthours,CO,2005-09
wood and wood wastes,0.0,thousand megawatthours,CO,2005-09
onshore wind turbine,64.13512,thousand megawatthours,CO,2005-09
renewable waste products,2.93994,thousand megawatthours,CO,2005-08
renewable,170.25744,thousand megawatthours,CO,2005-08
biomass,2.93994,thousand megawatthours,CO,2005-08
wood and wood wastes,0.0,thousand megawatthours,CO,2005-08
onshore wind turbine,39.82088,thousand megawatthours,CO,2005-08
wind,39.82088,thousand megawatthours,CO,2005-08
renewable waste products,3.05202,thousand megawatthours,CO,2005-07
biomass,3.05202,thousand megawatthours,CO,2005-07
renewable,212.9312,thousand megawatthours,CO,2005-07
wood and wood wastes,0.0,thousand megawatthours,CO,2005-07
onshore wind turbine,63.03224,thousand megawatthours,CO,2005-07
wind,63.03224,thousand megawatthours,CO,2005-07
biomass,2.93379,thousand megawatthours,CO,2005-06
wind,58.01392,thousand megawatthours,CO,2005-06
renewable waste products,2.84079,thousand megawatthours,CO,2005-06
renewable,207.45757,thousand megawatthours,CO,2005-06
wood and wood wastes,0.093,thousand megawatthours,CO,2005-06
onshore wind turbine,58.01392,thousand megawatthours,CO,2005-06
biomass,3.04576,thousand megawatthours,CO,2005-05
wood and wood wastes,0.116,thousand megawatthours,CO,2005-05
wind,44.42744,thousand megawatthours,CO,2005-05
renewable waste products,2.92976,thousand megawatthours,CO,2005-05
onshore wind turbine,44.42744,thousand megawatthours,CO,2005-05
renewable,214.48923,thousand megawatthours,CO,2005-05
wood and wood wastes,0.108,thousand megawatthours,CO,2005-04
onshore wind turbine,47.83078,thousand megawatthours,CO,2005-04
biomass,2.78197,thousand megawatthours,CO,2005-04
wind,47.83078,thousand megawatthours,CO,2005-04
renewable waste products,2.67397,thousand megawatthours,CO,2005-04
renewable,176.61483,thousand megawatthours,CO,2005-04
biomass,2.96809,thousand megawatthours,CO,2005-03
wind,98.49754,thousand megawatthours,CO,2005-03
wood and wood wastes,0.072,thousand megawatthours,CO,2005-03
onshore wind turbine,98.49754,thousand megawatthours,CO,2005-03
renewable waste products,2.89609,thousand megawatthours,CO,2005-03
renewable,236.41173,thousand megawatthours,CO,2005-03
biomass,2.65139,thousand megawatthours,CO,2005-02
wind,85.00357,thousand megawatthours,CO,2005-02
renewable,206.0096,thousand megawatthours,CO,2005-02
wood and wood wastes,0.059,thousand megawatthours,CO,2005-02
onshore wind turbine,85.00357,thousand megawatthours,CO,2005-02
renewable waste products,2.59239,thousand megawatthours,CO,2005-02
renewable,233.58873,thousand megawatthours,CO,2005-01
renewable waste products,3.03962,thousand megawatthours,CO,2005-01
biomass,3.03962,thousand megawatthours,CO,2005-01
wind,105.54882,thousand megawatthours,CO,2005-01
wood and wood wastes,0.0,thousand megawatthours,CO,2005-01
onshore wind turbine,105.54882,thousand megawatthours,CO,2005-01
biomass,2.90774,thousand megawatthours,CO,2004-12
wind,59.79103,thousand megawatthours,CO,2004-12
wood and wood wastes,0.0,thousand megawatthours,CO,2004-12
onshore wind turbine,59.79103,thousand megawatthours,CO,2004-12
renewable waste products,2.90774,thousand megawatthours,CO,2004-12
renewable,150.13099,thousand megawatthours,CO,2004-12
renewable,66.75444,thousand megawatthours,CO,2004-11
biomass,2.99474,thousand megawatthours,CO,2004-11
wood and wood wastes,0.087,thousand megawatthours,CO,2004-11
onshore wind turbine,28.74853,thousand megawatthours,CO,2004-11
wind,28.74853,thousand megawatthours,CO,2004-11
renewable waste products,2.90774,thousand megawatthours,CO,2004-11
biomass,2.90774,thousand megawatthours,CO,2004-10
wind,27.09096,thousand megawatthours,CO,2004-10
renewable waste products,2.90774,thousand megawatthours,CO,2004-10
renewable,118.87338,thousand megawatthours,CO,2004-10
wood and wood wastes,0.0,thousand megawatthours,CO,2004-10
onshore wind turbine,27.09096,thousand megawatthours,CO,2004-10
biomass,2.90774,thousand megawatthours,CO,2004-09
wood and wood wastes,0.0,thousand megawatthours,CO,2004-09
onshore wind turbine,10.69353,thousand megawatthours,CO,2004-09
wind,10.69353,thousand megawatthours,CO,2004-09
renewable waste products,2.90774,thousand megawatthours,CO,2004-09
renewable,153.32384,thousand megawatthours,CO,2004-09
renewable,165.0141,thousand megawatthours,CO,2004-08
renewable waste products,2.90774,thousand megawatthours,CO,2004-08
wind,7.79814,thousand megawatthours,CO,2004-08
biomass,2.90774,thousand megawatthours,CO,2004-08
wood and wood wastes,0.0,thousand megawatthours,CO,2004-08
onshore wind turbine,7.79814,thousand megawatthours,CO,2004-08
wind,7.35921,thousand megawatthours,CO,2004-07
onshore wind turbine,7.35921,thousand megawatthours,CO,2004-07
renewable waste products,2.90774,thousand megawatthours,CO,2004-07
renewable,185.65189,thousand megawatthours,CO,2004-07
biomass,2.90774,thousand megawatthours,CO,2004-07
wood and wood wastes,0.0,thousand megawatthours,CO,2004-07
renewable waste products,2.90774,thousand megawatthours,CO,2004-06
biomass,2.90774,thousand megawatthours,CO,2004-06
renewable,99.21943,thousand megawatthours,CO,2004-06
onshore wind turbine,9.0732,thousand megawatthours,CO,2004-06
wood and wood wastes,0.0,thousand megawatthours,CO,2004-06
wind,9.0732,thousand megawatthours,CO,2004-06
renewable,121.9452,thousand megawatthours,CO,2004-05
wood and wood wastes,0.0,thousand megawatthours,CO,2004-05
onshore wind turbine,12.81825,thousand megawatthours,CO,2004-05
renewable waste products,2.90774,thousand megawatthours,CO,2004-05
biomass,2.90774,thousand megawatthours,CO,2004-05
wind,12.81825,thousand megawatthours,CO,2004-05
renewable,104.38766,thousand megawatthours,CO,2004-04
wind,12.15477,thousand megawatthours,CO,2004-04
biomass,2.90774,thousand megawatthours,CO,2004-04
wood and wood wastes,0.0,thousand megawatthours,CO,2004-04
onshore wind turbine,12.15477,thousand megawatthours,CO,2004-04
renewable waste products,2.90774,thousand megawatthours,CO,2004-04
renewable,95.95409,thousand megawatthours,CO,2004-03
onshore wind turbine,17.31253,thousand megawatthours,CO,2004-03
biomass,2.90774,thousand megawatthours,CO,2004-03
wood and wood wastes,0.0,thousand megawatthours,CO,2004-03
wind,17.31253,thousand megawatthours,CO,2004-03
renewable waste products,2.90774,thousand megawatthours,CO,2004-03
renewable,87.58545,thousand megawatthours,CO,2004-02
biomass,2.90774,thousand megawatthours,CO,2004-02
wind,13.6634,thousand megawatthours,CO,2004-02
renewable waste products,2.90774,thousand megawatthours,CO,2004-02
wood and wood wastes,0.0,thousand megawatthours,CO,2004-02
onshore wind turbine,13.6634,thousand megawatthours,CO,2004-02
renewable,100.94543,thousand megawatthours,CO,2004-01
wind,13.63744,thousand megawatthours,CO,2004-01
renewable waste products,2.90774,thousand megawatthours,CO,2004-01
biomass,2.90774,thousand megawatthours,CO,2004-01
wood and wood wastes,0.0,thousand megawatthours,CO,2004-01
onshore wind turbine,13.63744,thousand megawatthours,CO,2004-01
biomass,2.878,thousand megawatthours,CO,2003-12
wood and wood wastes,0.0,thousand megawatthours,CO,2003-12
wind,16.22,thousand megawatthours,CO,2003-12
renewable waste products,2.878,thousand megawatthours,CO,2003-12
renewable,119.70948,thousand megawatthours,CO,2003-12
onshore wind turbine,16.21996,thousand megawatthours,CO,2003-12
renewable waste products,2.413,thousand megawatthours,CO,2003-11
wood and wood wastes,0.0,thousand megawatthours,CO,2003-11
wind,13.569,thousand megawatthours,CO,2003-11
renewable,93.27343,thousand megawatthours,CO,2003-11
biomass,2.413,thousand megawatthours,CO,2003-11
onshore wind turbine,13.56912,thousand megawatthours,CO,2003-11
biomass,2.419,thousand megawatthours,CO,2003-10
wood and wood wastes,0.0,thousand megawatthours,CO,2003-10
onshore wind turbine,12.23218,thousand megawatthours,CO,2003-10
wind,12.232,thousand megawatthours,CO,2003-10
renewable waste products,2.419,thousand megawatthours,CO,2003-10
renewable,92.01982,thousand megawatthours,CO,2003-10
wind,9.659,thousand megawatthours,CO,2003-09
onshore wind turbine,9.6594,thousand megawatthours,CO,2003-09
renewable waste products,2.508,thousand megawatthours,CO,2003-09
renewable,157.64862,thousand megawatthours,CO,2003-09
biomass,2.508,thousand megawatthours,CO,2003-09
wood and wood wastes,0.0,thousand megawatthours,CO,2003-09
biomass,2.525,thousand megawatthours,CO,2003-08
wood and wood wastes,0.0,thousand megawatthours,CO,2003-08
onshore wind turbine,8.55897,thousand megawatthours,CO,2003-08
renewable waste products,2.525,thousand megawatthours,CO,2003-08
renewable,198.20036,thousand megawatthours,CO,2003-08
wind,8.559,thousand megawatthours,CO,2003-08
biomass,2.706,thousand megawatthours,CO,2003-07
onshore wind turbine,8.06679,thousand megawatthours,CO,2003-07
renewable waste products,2.706,thousand megawatthours,CO,2003-07
wood and wood wastes,0.0,thousand megawatthours,CO,2003-07
wind,8.067,thousand megawatthours,CO,2003-07
renewable,186.65017,thousand megawatthours,CO,2003-07
biomass,2.687,thousand megawatthours,CO,2003-06
onshore wind turbine,9.17283,thousand megawatthours,CO,2003-06
renewable waste products,2.687,thousand megawatthours,CO,2003-06
wood and wood wastes,0.0,thousand megawatthours,CO,2003-06
wind,9.173,thousand megawatthours,CO,2003-06
renewable,152.17872,thousand megawatthours,CO,2003-06
renewable,115.31362,thousand megawatthours,CO,2003-05
wood and wood wastes,0.0,thousand megawatthours,CO,2003-05
onshore wind turbine,11.19066,thousand megawatthours,CO,2003-05
renewable waste products,3.276,thousand megawatthours,CO,2003-05
biomass,3.276,thousand megawatthours,CO,2003-05
wind,11.191,thousand megawatthours,CO,2003-05
biomass,3.052,thousand megawatthours,CO,2003-04
wood and wood wastes,0.0,thousand megawatthours,CO,2003-04
wind,13.307,thousand megawatthours,CO,2003-04
renewable waste products,3.052,thousand megawatthours,CO,2003-04
onshore wind turbine,13.30743,thousand megawatthours,CO,2003-04
renewable,86.39627,thousand megawatthours,CO,2003-04
renewable waste products,2.704,thousand megawatthours,CO,2003-03
biomass,2.704,thousand megawatthours,CO,2003-03
wood and wood wastes,0.0,thousand megawatthours,CO,2003-03
onshore wind turbine,17.20213,thousand megawatthours,CO,2003-03
renewable,68.86467,thousand megawatthours,CO,2003-03
wind,17.202,thousand megawatthours,CO,2003-03
biomass,1.764,thousand megawatthours,CO,2003-02
wood and wood wastes,0.0,thousand megawatthours,CO,2003-02
onshore wind turbine,11.08903,thousand megawatthours,CO,2003-02
wind,11.089,thousand megawatthours,CO,2003-02
renewable waste products,1.764,thousand megawatthours,CO,2003-02
renewable,69.77826,thousand megawatthours,CO,2003-02
onshore wind turbine,16.84095,thousand megawatthours,CO,2003-01
wind,16.841,thousand megawatthours,CO,2003-01
renewable waste products,2.538,thousand megawatthours,CO,2003-01
renewable,100.74275,thousand megawatthours,CO,2003-01
biomass,2.538,thousand megawatthours,CO,2003-01
wood and wood wastes,0.0,thousand megawatthours,CO,2003-01
renewable waste products,2.469,thousand megawatthours,CO,2002-12
biomass,2.469,thousand megawatthours,CO,2002-12
wind,14.6,thousand megawatthours,CO,2002-12
biomass,2.557,thousand megawatthours,CO,2002-11
wind,12.066,thousand megawatthours,CO,2002-11
renewable waste products,2.557,thousand megawatthours,CO,2002-11
renewable waste products,2.527,thousand megawatthours,CO,2002-10
biomass,2.527,thousand megawatthours,CO,2002-10
wind,9.972,thousand megawatthours,CO,2002-10
biomass,1.954,thousand megawatthours,CO,2002-09
wind,9.832,thousand megawatthours,CO,2002-09
renewable waste products,1.954,thousand megawatthours,CO,2002-09
renewable waste products,1.742,thousand megawatthours,CO,2002-08
wind,10.096,thousand megawatthours,CO,2002-08
biomass,1.742,thousand megawatthours,CO,2002-08
wind,7.529,thousand megawatthours,CO,2002-07
renewable waste products,2.272,thousand megawatthours,CO,2002-07
biomass,2.272,thousand megawatthours,CO,2002-07
renewable waste products,2.496,thousand megawatthours,CO,2002-06
biomass,2.496,thousand megawatthours,CO,2002-06
wind,9.63,thousand megawatthours,CO,2002-06
wind,10.517,thousand megawatthours,CO,2002-05
renewable waste products,3.268,thousand megawatthours,CO,2002-05
biomass,3.268,thousand megawatthours,CO,2002-05
renewable waste products,2.636,thousand megawatthours,CO,2002-04
wind,12.701,thousand megawatthours,CO,2002-04
biomass,2.636,thousand megawatthours,CO,2002-04
renewable waste products,2.621,thousand megawatthours,CO,2002-03
biomass,2.621,thousand megawatthours,CO,2002-03
wind,11.379,thousand megawatthours,CO,2002-03
wind,14.603,thousand megawatthours,CO,2002-02
biomass,2.764,thousand megawatthours,CO,2002-02
renewable waste products,2.764,thousand megawatthours,CO,2002-02
renewable waste products,2.528,thousand megawatthours,CO,2002-01
wind,16.08,thousand megawatthours,CO,2002-01
biomass,2.528,thousand megawatthours,CO,2002-01
biomass,5.207,thousand megawatthours,CO,2001-12
wind,16.199,thousand megawatthours,CO,2001-12
renewable waste products,5.207,thousand megawatthours,CO,2001-12
biomass,4.76,thousand megawatthours,CO,2001-11
renewable waste products,4.76,thousand megawatthours,CO,2001-11
wind,5.034,thousand megawatthours,CO,2001-11
biomass,5.408,thousand megawatthours,CO,2001-10
wind,5.032,thousand megawatthours,CO,2001-10
renewable waste products,5.408,thousand megawatthours,CO,2001-10
biomass,4.898,thousand megawatthours,CO,2001-09
renewable waste products,4.898,thousand megawatthours,CO,2001-09
wind,2.125,thousand megawatthours,CO,2001-09
biomass,5.91,thousand megawatthours,CO,2001-08
wind,2.931,thousand megawatthours,CO,2001-08
renewable waste products,5.91,thousand megawatthours,CO,2001-08
biomass,5.717,thousand megawatthours,CO,2001-07
wind,1.423,thousand megawatthours,CO,2001-07
renewable waste products,5.717,thousand megawatthours,CO,2001-07
biomass,5.059,thousand megawatthours,CO,2001-06
wind,1.797,thousand megawatthours,CO,2001-06
renewable waste products,5.059,thousand megawatthours,CO,2001-06
biomass,5.502,thousand megawatthours,CO,2001-05
renewable waste products,5.502,thousand megawatthours,CO,2001-05
wind,2.876,thousand megawatthours,CO,2001-05
biomass,5.258,thousand megawatthours,CO,2001-04
wind,2.55,thousand megawatthours,CO,2001-04
renewable waste products,5.258,thousand megawatthours,CO,2001-04
biomass,6.033,thousand megawatthours,CO,2001-03
wind,2.074,thousand megawatthours,CO,2001-03
renewable waste products,6.033,thousand megawatthours,CO,2001-03
biomass,5.291,thousand megawatthours,CO,2001-02
renewable waste products,5.291,thousand megawatthours,CO,2001-02
wind,2.441,thousand megawatthours,CO,2001-02
renewable waste products,5.16,thousand megawatthours,CO,2001-01
biomass,5.16,thousand megawatthours,CO,2001-01
wind,4.158,thousand megawatthours,CO,2001-01
